timestamp,src_ip,dst_ip,protocol,packet_size,src_port,dst_port,flags,Info,label
0.040275,195.113.150.131,192.168.1.90,TCP,60,31303,742,RST,Connection reset flood,attack
0.395343,192.168.1.226,56.31.4.229,TCP,60,5116,9908,SYN,Port scan attempt,attack
0.124825,192.168.1.140,192.168.1.240,SSH,130,16271,22,,Repeated login attempts,attack
0.024488,192.168.1.112,130.134.232.176,TCP,60,27403,7440,SYN,Port scan attempt,attack
0.456094,192.168.1.95,106.214.117.174,DNS,441,59962,53,,Suspicious DNS payload,attack
0.479794,192.168.1.188,192.168.1.22,SSH,140,55330,22,,Repeated login attempts,attack
0.309701,192.168.1.132,192.168.1.24,SSH,109,20673,22,,Repeated login attempts,attack
0.051206,192.168.1.78,76.38.76.238,TCP,1176,21416,60,,Normal communication,benign
0.211232,166.51.38.212,192.168.1.240,UDP,1098,24775,357,,Flood traffic,attack
0.421892,192.168.1.246,192.168.1.184,HTTP,229,17143,690,,Normal communication,benign
0.418908,192.168.1.17,192.168.1.168,SSH,63,62487,286,FIN,Normal communication,benign
0.436356,192.168.1.65,156.87.27.2,SSH,483,38246,485,SYN,Normal communication,benign
0.012749,192.168.1.36,127.14.82.156,DNS,404,45419,53,,Suspicious DNS payload,attack
0.297428,192.168.1.113,192.168.1.85,HTTPS,566,59822,151,RST,Normal communication,benign
0.007919,192.168.1.161,192.168.1.244,DNS,228,11895,71,RST,Normal communication,benign
0.068787,192.168.1.174,186.198.178.247,DNS,455,31124,53,,Suspicious DNS payload,attack
0.039187,192.168.1.94,193.249.158.76,TCP,60,48711,4188,SYN,Port scan attempt,attack
0.080877,192.168.1.231,192.168.1.54,SSH,130,33490,22,,Repeated login attempts,attack
0.006713,192.168.1.119,137.28.80.2,UDP,1138,11410,68,RST,Normal communication,benign
0.075712,192.168.1.127,40.167.192.24,HTTPS,697,35717,739,PSH,Normal communication,benign
0.170664,192.168.1.29,29.245.238.56,TCP,60,18748,9386,SYN,Port scan attempt,attack
0.43822,192.168.1.115,69.32.171.27,DNS,355,37413,53,,Suspicious DNS payload,attack
0.014121,132.114.190.226,192.168.1.249,TCP,60,63157,304,RST,Connection reset flood,attack
0.011695,52.220.183.155,192.168.1.25,UDP,1450,9874,608,,Flood traffic,attack
0.08284,192.168.1.124,161.148.172.111,UDP,558,49803,876,SYN-ACK,Normal communication,benign
0.079308,192.168.1.80,192.168.1.179,SSH,117,49544,22,,Repeated login attempts,attack
0.409461,192.168.1.90,192.168.1.53,HTTPS,908,34002,570,SYN,Normal communication,benign
0.309646,192.168.1.113,40.233.224.125,TCP,2309,41523,443,PSH,Large outbound data,attack
0.030787,192.168.1.210,159.113.30.11,TCP,2188,50124,443,PSH,Large outbound data,attack
0.036371,192.168.1.80,27.84.208.215,HTTP,948,39169,542,SYN,Normal communication,benign
0.004798,192.168.1.228,187.32.123.162,FTP,805,51043,214,SYN,Normal communication,benign
0.222524,192.168.1.18,96.81.202.12,DNS,433,7628,53,,Suspicious DNS payload,attack
0.156727,192.168.1.42,70.0.163.223,TCP,60,65180,2979,SYN,Port scan attempt,attack
0.388536,192.168.1.99,37.92.118.185,TCP,2446,4666,443,PSH,Large outbound data,attack
0.241164,192.168.1.47,195.147.162.44,TCP,60,15241,6259,SYN,Port scan attempt,attack
0.26658,192.168.1.167,192.168.1.16,SSH,103,9050,22,,Repeated login attempts,attack
0.273345,192.168.1.153,192.168.1.114,DNS,806,49114,812,PSH,Normal communication,benign
0.042278,192.168.1.79,49.41.236.21,HTTP,786,17283,897,SYN-ACK,Normal communication,benign
0.093667,192.168.1.97,81.120.206.208,DNS,273,27472,53,,Suspicious DNS payload,attack
0.036318,192.168.1.58,172.7.32.218,SSH,924,3110,585,SYN,Normal communication,benign
0.437884,192.168.1.206,38.221.192.129,TCP,55,3251,785,RST,Normal communication,benign
0.03351,192.168.1.253,192.168.1.253,HTTP,342,31457,793,RST,Normal communication,benign
0.463825,192.168.1.119,32.191.9.90,TCP,3988,7208,443,PSH,Large outbound data,attack
0.043189,192.168.1.127,157.90.27.86,UDP,1168,63939,397,SYN-ACK,Normal communication,benign
0.241406,131.223.107.203,192.168.1.48,UDP,1477,15686,329,,Flood traffic,attack
0.048564,192.168.1.247,192.168.1.181,HTTPS,1053,10895,576,,Normal communication,benign
0.048224,192.168.1.138,192.168.1.16,HTTPS,235,39066,277,SYN,Normal communication,benign
0.422428,192.168.1.63,140.59.147.183,TCP,2386,41763,443,PSH,Large outbound data,attack
0.438734,192.168.1.208,192.168.1.133,DNS,1035,34613,28,FIN,Normal communication,benign
0.032541,192.168.1.48,192.168.1.190,TCP,188,41850,18,RST,Normal communication,benign
0.32051,192.168.1.131,155.51.26.135,TCP,3703,46497,443,PSH,Large outbound data,attack
0.033547,192.168.1.183,38.79.27.224,HTTP,761,31398,216,ACK,Normal communication,benign
0.284461,192.168.1.104,192.168.1.137,TCP,964,39824,1015,PSH,Normal communication,benign
0.452933,142.192.186.68,192.168.1.195,UDP,1809,3142,42,,Flood traffic,attack
0.410601,192.168.1.70,192.168.1.211,HTTP,299,13954,761,ACK,Normal communication,benign
0.482081,192.168.1.128,140.54.230.88,SSH,699,19995,782,PSH,Normal communication,benign
0.029462,192.168.1.230,192.168.1.82,SSH,143,39890,22,,Repeated login attempts,attack
0.079579,192.168.1.39,114.243.26.66,UDP,852,3347,251,SYN-ACK,Normal communication,benign
0.187973,192.168.1.238,116.54.115.12,FTP,757,18426,690,RST,Normal communication,benign
0.027495,192.168.1.33,188.15.26.150,TCP,404,15687,1019,SYN,Normal communication,benign
0.03631,134.88.30.235,192.168.1.251,UDP,1295,22529,128,,Flood traffic,attack
0.210485,192.168.1.227,192.168.1.93,SSH,147,37952,22,,Repeated login attempts,attack
0.404537,192.168.1.16,177.55.101.182,TCP,690,42373,26,SYN-ACK,Normal communication,benign
0.42143,192.168.1.99,94.175.56.74,SSH,1174,13246,402,PSH,Normal communication,benign
0.42286,192.168.1.190,192.168.1.179,UDP,246,13296,949,PSH,Normal communication,benign
0.240066,175.224.31.226,192.168.1.254,UDP,1524,1277,90,,Flood traffic,attack
0.294367,184.235.62.143,192.168.1.128,UDP,1635,47689,700,,Flood traffic,attack
0.385802,192.168.1.40,98.30.229.5,TCP,60,22044,5719,SYN,Port scan attempt,attack
0.033094,192.168.1.23,56.46.98.133,HTTPS,1071,60685,122,,Normal communication,benign
0.100696,192.168.1.148,109.229.114.142,HTTPS,588,51418,904,PSH,Normal communication,benign
0.001748,157.160.60.158,192.168.1.127,UDP,1981,14749,337,,Flood traffic,attack
0.060452,192.168.1.150,119.190.80.2,FTP,1079,1746,106,RST,Normal communication,benign
0.099905,192.168.1.243,192.168.1.194,SSH,126,12568,22,,Repeated login attempts,attack
0.100327,192.168.1.154,79.165.97.72,HTTPS,184,19556,333,RST,Normal communication,benign
0.056534,192.168.1.197,162.250.104.112,HTTPS,944,18654,833,SYN,Normal communication,benign
0.060023,192.168.1.221,192.168.1.86,SSH,85,10235,22,,Repeated login attempts,attack
0.23684,192.168.1.23,127.51.50.178,DNS,365,32257,53,,Suspicious DNS payload,attack
0.217152,192.168.1.127,21.161.94.124,TCP,60,7419,5944,SYN,Port scan attempt,attack
0.405639,192.168.1.87,192.168.1.211,UDP,1084,1333,721,ACK,Normal communication,benign
0.104476,192.168.1.198,83.52.14.176,HTTP,221,15020,1022,SYN-ACK,Normal communication,benign
0.016042,117.72.85.212,192.168.1.228,UDP,1151,22206,143,,Flood traffic,attack
0.440585,192.168.1.11,144.217.24.23,TCP,741,50911,218,ACK,Normal communication,benign
0.134664,192.168.1.54,80.113.31.89,TCP,2109,64634,443,PSH,Large outbound data,attack
0.268341,37.220.78.163,192.168.1.70,UDP,1475,34451,380,,Flood traffic,attack
0.235524,192.168.1.157,39.33.70.234,TCP,60,18461,824,SYN,Port scan attempt,attack
0.096014,192.168.1.202,192.168.1.116,HTTP,640,51293,226,PSH,Normal communication,benign
0.313795,192.168.1.100,69.11.4.26,TCP,60,29887,538,SYN,Port scan attempt,attack
0.209042,192.168.1.30,192.168.1.94,TCP,193,52469,122,ACK,Normal communication,benign
0.210589,192.168.1.213,119.47.122.75,TCP,1679,2207,443,PSH,Large outbound data,attack
0.474998,192.168.1.175,142.163.47.245,TCP,60,31957,2371,SYN,Port scan attempt,attack
0.405551,192.168.1.101,191.232.1.206,SSH,1170,54240,582,SYN-ACK,Normal communication,benign
0.092437,192.168.1.234,192.168.1.223,SSH,142,15896,22,,Repeated login attempts,attack
0.359985,192.168.1.35,189.65.8.70,SSH,124,34193,1017,RST,Normal communication,benign
0.021386,117.168.70.194,192.168.1.28,UDP,1036,59824,802,,Flood traffic,attack
0.176623,192.168.1.164,192.168.1.174,HTTPS,221,46263,289,RST,Normal communication,benign
0.484688,29.114.227.187,192.168.1.160,UDP,1767,50191,597,,Flood traffic,attack
0.063522,192.168.1.92,83.52.14.176,TCP,2299,9663,443,PSH,Large outbound data,attack
0.362637,192.168.1.190,91.97.220.175,TCP,60,6373,5551,SYN,Port scan attempt,attack
0.303542,192.168.1.212,76.202.248.182,DNS,529,58677,53,,Suspicious DNS payload,attack
0.03092,192.168.1.224,104.100.243.31,TCP,2223,46487,443,PSH,Large outbound data,attack
0.26633,164.215.145.236,192.168.1.80,UDP,1353,45629,9,,Flood traffic,attack
0.424238,192.168.1.121,132.114.190.226,UDP,1031,62969,598,PSH,Normal communication,benign
0.438909,56.77.54.160,192.168.1.25,TCP,60,4139,578,RST,Connection reset flood,attack
0.44064,192.168.1.26,192.168.1.225,SSH,850,31605,71,ACK,Normal communication,benign
0.283533,192.168.1.43,139.33.84.158,HTTPS,131,63586,833,,Normal communication,benign
0.000803,192.168.1.34,78.226.113.116,TCP,60,47865,3804,SYN,Port scan attempt,attack
0.015479,173.185.149.141,192.168.1.227,UDP,1513,59422,242,,Flood traffic,attack
0.120771,192.168.1.20,142.127.222.244,TCP,60,46075,1607,SYN,Port scan attempt,attack
0.394494,192.168.1.75,162.133.230.172,TCP,3010,42247,443,PSH,Large outbound data,attack
0.290749,192.168.1.43,175.191.177.99,DNS,152,7190,556,ACK,Normal communication,benign
0.392484,192.168.1.40,62.118.224.249,DNS,265,31666,566,ACK,Normal communication,benign
0.426203,192.168.1.156,192.168.1.35,HTTPS,766,14883,468,FIN,Normal communication,benign
0.029186,192.168.1.130,180.103.158.46,UDP,561,15227,744,SYN-ACK,Normal communication,benign
0.059693,192.168.1.234,171.65.76.250,TCP,3983,19029,443,PSH,Large outbound data,attack
0.056411,192.168.1.219,192.168.1.123,SSH,83,37835,22,,Repeated login attempts,attack
0.450089,192.168.1.158,40.113.81.92,HTTPS,968,43331,863,RST,Normal communication,benign
0.489214,58.45.95.175,192.168.1.184,UDP,1690,41956,874,,Flood traffic,attack
0.082257,192.168.1.145,150.71.110.219,TCP,2039,56922,443,PSH,Large outbound data,attack
0.020871,192.168.1.210,192.168.1.212,SSH,134,57722,22,,Repeated login attempts,attack
0.310111,192.168.1.154,192.168.1.139,SSH,93,59241,22,,Repeated login attempts,attack
0.007505,192.168.1.107,192.168.1.17,SSH,90,22016,22,,Repeated login attempts,attack
0.435656,192.168.1.181,192.168.1.202,SSH,117,64350,22,,Repeated login attempts,attack
0.293969,192.168.1.74,192.168.1.191,TCP,454,27655,530,RST,Normal communication,benign
0.180662,192.168.1.52,192.168.1.233,TCP,548,8411,773,ACK,Normal communication,benign
0.033308,192.168.1.8,66.220.181.53,UDP,69,16427,232,PSH,Normal communication,benign
0.025573,192.168.1.212,130.228.147.200,TCP,1975,15231,443,PSH,Large outbound data,attack
0.346248,192.168.1.169,199.20.200.208,TCP,60,60536,3074,SYN,Port scan attempt,attack
0.036548,192.168.1.49,27.132.64.209,HTTP,331,59145,24,SYN-ACK,Normal communication,benign
0.086216,192.168.1.83,166.195.82.184,HTTPS,942,20140,1017,RST,Normal communication,benign
0.430372,192.168.1.67,81.149.179.117,DNS,916,39242,401,SYN-ACK,Normal communication,benign
0.117473,192.168.1.20,41.103.181.222,HTTP,1007,54068,516,,Normal communication,benign
0.464792,192.168.1.138,156.22.68.198,TCP,60,37372,234,SYN,Port scan attempt,attack
0.08153,192.168.1.217,191.34.2.195,TCP,3244,25319,443,PSH,Large outbound data,attack
0.005111,192.168.1.160,192.168.1.63,HTTPS,125,28498,657,,Normal communication,benign
0.040443,192.168.1.5,151.151.17.235,DNS,230,5124,53,,Suspicious DNS payload,attack
0.06188,192.168.1.110,189.235.137.58,TCP,60,64520,4983,SYN,Port scan attempt,attack
0.046759,192.168.1.143,61.156.115.85,DNS,261,29985,53,,Suspicious DNS payload,attack
0.113679,192.168.1.26,192.168.1.87,UDP,1191,42926,208,PSH,Normal communication,benign
0.223792,192.168.1.119,178.53.116.191,TCP,60,7046,6506,SYN,Port scan attempt,attack
0.174278,192.168.1.162,192.168.1.56,SSH,161,2969,447,PSH,Normal communication,benign
0.455351,192.168.1.233,127.51.50.178,UDP,327,60035,173,,Normal communication,benign
0.416831,192.168.1.232,192.168.1.171,HTTPS,105,35909,57,SYN,Normal communication,benign
0.17067,192.168.1.126,192.168.1.160,SSH,679,58934,501,FIN,Normal communication,benign
0.297191,193.195.42.81,192.168.1.127,TCP,60,51013,71,RST,Connection reset flood,attack
0.09243,192.168.1.114,186.137.235.27,TCP,523,29299,714,ACK,Normal communication,benign
0.016777,192.168.1.190,192.168.1.179,SSH,447,35531,671,PSH,Normal communication,benign
0.011352,192.168.1.185,114.166.31.14,HTTPS,274,32357,955,RST,Normal communication,benign
0.044104,192.168.1.9,192.168.1.176,HTTP,406,16976,518,PSH,Normal communication,benign
0.43751,192.168.1.254,38.79.27.224,DNS,654,44643,930,ACK,Normal communication,benign
0.218986,192.168.1.136,89.209.37.219,DNS,384,17034,53,,Suspicious DNS payload,attack
0.134299,51.36.71.49,192.168.1.184,TCP,60,53866,164,RST,Connection reset flood,attack
0.319598,192.168.1.113,192.168.1.235,SSH,120,62011,22,,Repeated login attempts,attack
0.353839,192.168.1.251,192.168.1.203,DNS,1107,12282,1003,SYN,Normal communication,benign
0.320705,192.168.1.81,142.199.47.105,DNS,360,63583,53,,Suspicious DNS payload,attack
0.472144,192.168.1.241,192.168.1.180,DNS,817,65104,643,SYN-ACK,Normal communication,benign
0.214849,170.43.130.216,192.168.1.237,UDP,1318,28572,388,,Flood traffic,attack
0.250168,168.213.211.175,192.168.1.143,TCP,60,6621,973,RST,Connection reset flood,attack
0.005917,192.168.1.78,192.168.1.69,DNS,720,16882,637,SYN-ACK,Normal communication,benign
0.07791,192.168.1.6,192.168.1.94,HTTPS,679,34726,227,SYN,Normal communication,benign
0.156363,192.168.1.32,62.5.142.147,TCP,60,5749,9447,SYN,Port scan attempt,attack
0.4766,192.168.1.73,189.65.8.70,TCP,2321,44762,443,PSH,Large outbound data,attack
0.346845,192.168.1.179,192.168.1.109,FTP,775,23114,251,ACK,Normal communication,benign
0.211099,192.168.1.163,155.241.214.114,TCP,60,37504,1597,SYN,Port scan attempt,attack
0.135265,192.168.1.207,192.168.1.233,UDP,1046,7254,374,SYN-ACK,Normal communication,benign
0.295079,192.168.1.134,159.147.22.109,HTTP,725,22598,753,ACK,Normal communication,benign
0.088844,192.168.1.247,192.168.1.145,SSH,125,13460,22,,Repeated login attempts,attack
0.441248,192.168.1.91,192.168.1.26,HTTP,853,44425,1011,PSH,Normal communication,benign
0.482214,192.168.1.13,192.168.1.198,SSH,146,46809,22,,Repeated login attempts,attack
0.452061,62.213.9.38,192.168.1.55,UDP,1672,32677,177,,Flood traffic,attack
0.079977,192.168.1.130,75.199.172.45,TCP,60,1743,8287,SYN,Port scan attempt,attack
0.124683,192.168.1.31,192.168.1.138,SSH,99,4760,22,,Repeated login attempts,attack
0.140149,192.168.1.100,140.53.167.250,FTP,130,28975,511,,Normal communication,benign
0.061751,192.168.1.224,189.10.70.185,DNS,377,49470,265,RST,Normal communication,benign
0.464145,192.168.1.254,192.168.1.211,SSH,125,5155,22,,Repeated login attempts,attack
0.092288,192.168.1.218,192.168.1.199,TCP,887,48276,896,SYN,Normal communication,benign
0.024342,192.168.1.245,192.168.1.169,SSH,121,44140,22,,Repeated login attempts,attack
0.02579,192.168.1.109,189.49.50.60,HTTP,311,22817,393,,Normal communication,benign
0.132979,192.168.1.46,179.6.219.234,DNS,966,4445,590,FIN,Normal communication,benign
0.080006,192.168.1.5,168.211.146.214,UDP,969,42761,235,SYN,Normal communication,benign
0.297367,192.168.1.230,94.124.238.215,SSH,796,5573,254,ACK,Normal communication,benign
0.439884,76.202.248.182,192.168.1.13,UDP,1264,61917,33,,Flood traffic,attack
0.014181,192.168.1.80,192.168.1.105,SSH,127,14890,22,,Repeated login attempts,attack
0.172024,192.168.1.238,23.12.42.219,TCP,60,17328,3359,SYN,Port scan attempt,attack
0.219566,192.168.1.132,192.168.1.55,HTTP,861,32237,878,FIN,Normal communication,benign
0.016396,192.168.1.206,160.104.29.224,TCP,60,42549,1115,SYN,Port scan attempt,attack
0.311461,153.251.29.147,192.168.1.233,TCP,60,52802,89,RST,Connection reset flood,attack
0.0868,192.168.1.235,192.168.1.48,HTTPS,881,11129,125,PSH,Normal communication,benign
0.02227,192.168.1.171,74.33.83.156,HTTPS,370,40017,769,,Normal communication,benign
0.239875,192.168.1.203,192.168.1.31,SSH,86,47463,22,,Repeated login attempts,attack
0.094979,192.168.1.183,192.168.1.197,SSH,1186,57347,53,SYN,Normal communication,benign
0.449418,192.168.1.169,192.168.1.35,FTP,371,26663,765,ACK,Normal communication,benign
0.10891,192.168.1.128,104.100.243.31,SSH,508,15424,347,SYN,Normal communication,benign
0.073693,192.168.1.45,105.179.215.194,FTP,512,36924,835,SYN,Normal communication,benign
0.405082,192.168.1.106,192.168.1.28,HTTPS,773,20322,753,ACK,Normal communication,benign
0.21948,192.168.1.198,192.168.1.57,TCP,1042,23002,4,RST,Normal communication,benign
0.363021,192.168.1.225,100.78.146.66,UDP,267,15896,573,SYN-ACK,Normal communication,benign
0.08079,192.168.1.25,192.168.1.215,SSH,80,13580,22,,Repeated login attempts,attack
0.062798,192.168.1.43,192.168.1.27,SSH,115,23998,8,FIN,Normal communication,benign
0.441455,192.168.1.164,48.22.182.248,SSH,1094,32147,374,FIN,Normal communication,benign
0.43688,192.168.1.65,192.168.1.172,DNS,823,40571,102,ACK,Normal communication,benign
0.430757,192.168.1.153,160.89.65.134,HTTPS,863,40730,866,RST,Normal communication,benign
0.059781,192.168.1.97,48.96.23.160,DNS,796,26547,1011,ACK,Normal communication,benign
0.001585,56.77.54.160,192.168.1.45,UDP,1896,38582,683,,Flood traffic,attack
0.304672,192.168.1.83,45.174.69.41,TCP,60,42935,346,SYN,Port scan attempt,attack
0.055489,192.168.1.208,192.168.1.239,SSH,82,34446,22,,Repeated login attempts,attack
0.358216,192.168.1.132,175.74.142.109,UDP,1082,10533,907,RST,Normal communication,benign
0.364644,192.168.1.166,29.11.183.158,DNS,1098,54091,928,FIN,Normal communication,benign
0.179594,192.168.1.159,117.72.85.212,HTTP,201,18196,215,,Normal communication,benign
0.067782,192.168.1.118,69.155.219.186,TCP,60,56334,6514,SYN,Port scan attempt,attack
0.051693,192.168.1.199,65.35.99.216,HTTP,1089,17933,443,,Normal communication,benign
0.087076,29.245.238.56,192.168.1.78,TCP,60,47545,129,RST,Connection reset flood,attack
0.416298,192.168.1.64,103.39.21.176,SSH,739,44645,46,FIN,Normal communication,benign
0.072074,192.168.1.167,192.168.1.124,FTP,1102,41467,760,SYN,Normal communication,benign
0.072897,192.168.1.83,26.15.126.211,TCP,154,18813,756,FIN,Normal communication,benign
0.047434,192.168.1.162,29.114.227.187,DNS,490,22626,708,SYN,Normal communication,benign
0.00043,192.168.1.58,192.168.1.121,SSH,149,6319,22,,Repeated login attempts,attack
0.030659,192.168.1.56,166.165.200.200,TCP,60,58220,9667,SYN,Port scan attempt,attack
0.06967,192.168.1.33,195.125.95.4,DNS,189,25550,581,,Normal communication,benign
0.309464,192.168.1.111,32.236.83.246,TCP,60,64576,1591,SYN,Port scan attempt,attack
0.282821,192.168.1.72,192.168.1.228,HTTPS,663,48854,834,FIN,Normal communication,benign
0.417836,188.15.26.150,192.168.1.177,TCP,60,54506,226,RST,Connection reset flood,attack
0.05334,192.168.1.86,192.168.1.165,FTP,740,61640,67,,Normal communication,benign
0.384066,192.168.1.224,192.168.1.94,DNS,648,23031,931,,Normal communication,benign
